host,Datetime,CPU utilization (%),Memory used  (%)
TWKHH01OPTIPW5V,2021/7/22 16:05,1.3304,17.3633
TWKHH01OPTIPW5V,2021/7/22 16:02,9.281,18.524
TWKHH01OPTIPW5V,2021/7/22 15:59,9.2295,18.6298
TWKHH01OPTIPW5V,2021/7/22 15:56,13.1631,11.0314
TWKHH01OPTIPW5V,2021/7/22 15:53,0.8214,11.0454
TWKHH01OPTIPW5V,2021/7/22 15:50,1.2515,10.9937
TWKHH01OPTIPW5V,2021/7/22 15:47,0.8226,10.9713
TWKHH01OPTIPW5V,2021/7/22 15:44,2.5314,11.0488
TWKHH01OPTIPW5V,2021/7/22 15:41,0.9651,11.0228
TWKHH01OPTIPW5V,2021/7/22 15:38,1.6751,11.0143
TWKHH01OPTIPW5V,2021/7/22 15:35,0.8664,11.0292
TWKHH01OPTIPW5V,2021/7/22 15:32,0.8588,12.691
TWKHH01OPTIPW5V,2021/7/22 15:29,9.2603,20.0022
TWKHH01OPTIPW5V,2021/7/22 15:26,22.4414,19.4383
TWKHH01OPTIPW5V,2021/7/22 15:23,34.1719,11.1931
TWKHH01OPTIPW5V,2021/7/22 15:20,1.2902,11.1779
TWKHH01OPTIPW5V,2021/7/22 15:17,8.7366,18.4365
TWKHH01OPTIPW5V,2021/7/22 15:14,9.0745,18.3293
TWKHH01OPTIPW5V,2021/7/22 15:11,9.3123,16.4641
TWKHH01OPTIPW5V,2021/7/22 15:08,10.9761,10.9975
TWKHH01OPTIPW5V,2021/7/22 15:05,0.8576,11.0267
TWKHH01OPTIPW5V,2021/7/22 15:02,0.8498,10.9909
TWKHH01OPTIPW5V,2021/7/22 14:59,0.9781,11.0583
TWKHH01OPTIPW5V,2021/7/22 14:56,1.0291,10.9893
TWKHH01OPTIPW5V,2021/7/22 14:53,0.8135,11.0326
TWKHH01OPTIPW5V,2021/7/22 14:50,1.3765,12.2417
TWKHH01OPTIPW5V,2021/7/22 14:47,9.0318,17.8039
TWKHH01OPTIPW5V,2021/7/22 14:44,22.1471,19.1983
TWKHH01OPTIPW5V,2021/7/22 14:41,9.2118,18.9084
TWKHH01OPTIPW5V,2021/7/22 14:38,13.5295,11.0928
TWKHH01OPTIPW5V,2021/7/22 14:35,0.8618,13.0387
TWKHH01OPTIPW5V,2021/7/22 14:32,9.3425,20.3296
TWKHH01OPTIPW5V,2021/7/22 14:29,18.4313,11.1372
TWKHH01OPTIPW5V,2021/7/22 14:26,0.8284,11.2216
TWKHH01OPTIPW5V,2021/7/22 14:23,17.338,19.2706
TWKHH01OPTIPW5V,2021/7/22 14:20,14.9957,20.1977
TWKHH01OPTIPW5V,2021/7/22 14:17,9.2157,18.4587
TWKHH01OPTIPW5V,2021/7/22 14:14,14.3826,11.9832
TWKHH01OPTIPW5V,2021/7/22 14:11,1.046,11.9556
TWKHH01OPTIPW5V,2021/7/22 14:08,0.8565,11.9452
TWKHH01OPTIPW5V,2021/7/22 14:05,0.8278,11.963
TWKHH01OPTIPW5V,2021/7/22 14:02,0.9867,11.9553
TWKHH01OPTIPW5V,2021/7/22 13:59,0.8822,12.0139
TWKHH01OPTIPW5V,2021/7/22 13:56,1.2715,11.9415
TWKHH01OPTIPW5V,2021/7/22 13:53,0.8618,11.9869
TWKHH01OPTIPW5V,2021/7/22 13:50,1.3241,11.9342
TWKHH01OPTIPW5V,2021/7/22 13:47,0.89,17.9253
TWKHH01OPTIPW5V,2021/7/22 13:44,11.4991,11.0732
TWKHH01OPTIPW5V,2021/7/22 13:41,1.0177,11.0606
TWKHH01OPTIPW5V,2021/7/22 13:38,0.7598,13.424
TWKHH01OPTIPW5V,2021/7/22 13:35,17.4061,16.3135
TWKHH01OPTIPW5V,2021/7/22 13:32,17.3138,18.8148
TWKHH01OPTIPW5V,2021/7/22 13:29,20.7198,13.519
TWKHH01OPTIPW5V,2021/7/22 13:26,2.0098,13.4204
TWKHH01OPTIPW5V,2021/7/22 13:23,0.826,17.9704
TWKHH01OPTIPW5V,2021/7/22 13:20,15.8039,11.32
TWKHH01OPTIPW5V,2021/7/22 13:17,0.8284,11.3325
TWKHH01OPTIPW5V,2021/7/22 13:14,1.4305,17.723
TWKHH01OPTIPW5V,2021/7/22 13:11,14.4197,12.8113
TWKHH01OPTIPW5V,2021/7/22 13:08,9.4086,11.8814
TWKHH01OPTIPW5V,2021/7/22 13:05,11.8703,18.7256
TWKHH01OPTIPW5V,2021/7/22 13:02,21.5794,15.7987
TWKHH01OPTIPW5V,2021/7/22 12:59,10.2952,18.3507
TWKHH01OPTIPW5V,2021/7/22 12:56,15.0476,11.4447
TWKHH01OPTIPW5V,2021/7/22 12:53,0.8476,11.5763
TWKHH01OPTIPW5V,2021/7/22 12:50,1.3258,15.9683
TWKHH01OPTIPW5V,2021/7/22 12:47,9.4427,10.9301
TWKHH01OPTIPW5V,2021/7/22 12:44,4.9428,15.5891
TWKHH01OPTIPW5V,2021/7/22 12:41,9.0865,18.8448
TWKHH01OPTIPW5V,2021/7/22 12:38,8.943,19.0242
TWKHH01OPTIPW5V,2021/7/22 12:35,9.7807,11.6487
TWKHH01OPTIPW5V,2021/7/22 12:32,0.7316,11.6036
TWKHH01OPTIPW5V,2021/7/22 12:29,0.8507,11.622
TWKHH01OPTIPW5V,2021/7/22 12:26,1.5267,18.408
TWKHH01OPTIPW5V,2021/7/22 12:23,13.0898,12.8568
TWKHH01OPTIPW5V,2021/7/22 12:20,12.9961,11.2022
TWKHH01OPTIPW5V,2021/7/22 12:17,0.8154,11.1812
TWKHH01OPTIPW5V,2021/7/22 12:14,0.8507,11.2244
TWKHH01OPTIPW5V,2021/7/22 12:11,0.8855,11.218
TWKHH01OPTIPW5V,2021/7/22 12:08,0.82,17.2777
TWKHH01OPTIPW5V,2021/7/22 12:05,14.8561,18.8256
TWKHH01OPTIPW5V,2021/7/22 12:02,15.2016,12.5462
TWKHH01OPTIPW5V,2021/7/22 11:59,10.4817,11.3074
TWKHH01OPTIPW5V,2021/7/22 11:56,1.135,17.4434
TWKHH01OPTIPW5V,2021/7/22 11:53,9.0805,17.4715
TWKHH01OPTIPW5V,2021/7/22 11:50,9.8154,19.9198
TWKHH01OPTIPW5V,2021/7/22 11:47,11.8639,11.0217
TWKHH01OPTIPW5V,2021/7/22 11:44,0.9313,11.0543
TWKHH01OPTIPW5V,2021/7/22 11:41,0.8643,11.8976
TWKHH01OPTIPW5V,2021/7/22 11:38,9.0092,13.2956
TWKHH01OPTIPW5V,2021/7/22 11:35,17.7092,20.2055
TWKHH01OPTIPW5V,2021/7/22 11:32,20.8586,16.656
TWKHH01OPTIPW5V,2021/7/22 11:29,14.6254,19.0512
TWKHH01OPTIPW5V,2021/7/22 11:26,19.9034,17.7683
TWKHH01OPTIPW5V,2021/7/22 11:23,17.6386,19.5853
TWKHH01OPTIPW5V,2021/7/22 11:20,22.0052,18.9266
TWKHH01OPTIPW5V,2021/7/22 11:17,9.0845,11.8894
TWKHH01OPTIPW5V,2021/7/22 11:14,0.778,12.0031
TWKHH01OPTIPW5V,2021/7/22 11:11,9.621,11.4966
TWKHH01OPTIPW5V,2021/7/22 11:08,2.2078,9.8871
TWKHH01OPTIPW5V,2021/7/22 11:05,3.1525,14.7159
TWKHH01OPTIPW5V,2021/7/22 11:02,10.5709,19.7069
TWKHH01OPTIPW5V,2021/7/22 10:59,22.6459,18.1607
TWKHH01OPTIPW5V,2021/7/22 10:56,9.6691,19.4932
TWKHH01OPTIPW5V,2021/7/22 10:53,13.225,11.0839
TWKHH01OPTIPW5V,2021/7/22 10:50,5.6627,17.7284
TWKHH01OPTIPW5V,2021/7/22 10:47,20.6585,17.3002
TWKHH01OPTIPW5V,2021/7/22 10:44,15.3768,13.4357
TWKHH01OPTIPW5V,2021/7/22 10:41,9.7608,18.1257
TWKHH01OPTIPW5V,2021/7/22 10:38,14.9834,9.8681
TWKHH01OPTIPW5V,2021/7/22 10:35,1.0721,9.8735
TWKHH01OPTIPW5V,2021/7/22 10:32,1.1385,9.8142
TWKHH01OPTIPW5V,2021/7/22 10:29,0.8959,9.8986
TWKHH01OPTIPW5V,2021/7/22 10:26,1.0652,9.87
TWKHH01OPTIPW5V,2021/7/22 10:23,0.9559,18.7766
TWKHH01OPTIPW5V,2021/7/22 10:20,15.1161,12.1408
TWKHH01OPTIPW5V,2021/7/22 10:17,0.8978,17.8267
TWKHH01OPTIPW5V,2021/7/22 10:14,23.0461,19.3027
TWKHH01OPTIPW5V,2021/7/22 10:11,22.8829,13.1054
TWKHH01OPTIPW5V,2021/7/22 10:08,9.8704,20.9716
TWKHH01OPTIPW5V,2021/7/22 10:05,28.0158,10.8885
TWKHH01OPTIPW5V,2021/7/22 10:02,0.8593,10.882
TWKHH01OPTIPW5V,2021/7/22 09:59,0.9577,10.9194
TWKHH01OPTIPW5V,2021/7/22 09:56,1.2536,10.8731
TWKHH01OPTIPW5V,2021/7/22 09:53,0.9289,10.8909
TWKHH01OPTIPW5V,2021/7/22 09:50,1.3309,10.8538
TWKHH01OPTIPW5V,2021/7/22 09:47,0.969,11.6485
TWKHH01OPTIPW5V,2021/7/22 09:44,9.3211,13.5281
TWKHH01OPTIPW5V,2021/7/22 09:41,20.9479,14.6056
TWKHH01OPTIPW5V,2021/7/22 09:38,19.8235,17.2018
TWKHH01OPTIPW5V,2021/7/22 09:35,10.6911,12.0008
TWKHH01OPTIPW5V,2021/7/22 09:32,2.4995,10.8496
TWKHH01OPTIPW5V,2021/7/22 09:29,0.9015,10.8587
TWKHH01OPTIPW5V,2021/7/22 09:26,0.7943,10.8691
TWKHH01OPTIPW5V,2021/7/22 09:23,0.9097,12.551
TWKHH01OPTIPW5V,2021/7/22 09:20,9.6685,18.2408
TWKHH01OPTIPW5V,2021/7/22 09:17,22.2397,19.6142
TWKHH01OPTIPW5V,2021/7/22 09:14,11.8465,11.1335
TWKHH01OPTIPW5V,2021/7/22 09:11,0.9473,11.1532
TWKHH01OPTIPW5V,2021/7/22 09:08,2.7842,11.1529
TWKHH01OPTIPW5V,2021/7/22 09:05,4.5989,10.6381
TWKHH01OPTIPW5V,2021/7/22 09:02,1.0374,10.6068
TWKHH01OPTIPW5V,2021/7/22 08:59,0.9007,10.6789
TWKHH01OPTIPW5V,2021/7/22 08:56,1.2109,10.691
TWKHH01OPTIPW5V,2021/7/22 08:53,1.8952,22.4086
TWKHH01OPTIPW5V,2021/7/22 08:50,28.0103,11.3287
TWKHH01OPTIPW5V,2021/7/22 08:47,5.8519,14.8627
TWKHH01OPTIPW5V,2021/7/22 08:44,11.678,17.8067
TWKHH01OPTIPW5V,2021/7/22 08:41,15.7651,10.8708
TWKHH01OPTIPW5V,2021/7/22 08:38,0.8345,10.8442
TWKHH01OPTIPW5V,2021/7/22 08:35,2.3907,20.9958
TWKHH01OPTIPW5V,2021/7/22 08:32,19.4715,20.3566
TWKHH01OPTIPW5V,2021/7/22 08:29,23.1457,19.8884
TWKHH01OPTIPW5V,2021/7/22 08:26,22.5814,18.9879
TWKHH01OPTIPW5V,2021/7/22 08:23,11.6634,11.7825
TWKHH01OPTIPW5V,2021/7/22 08:20,1.3898,11.7633
TWKHH01OPTIPW5V,2021/7/22 08:17,4.7593,10.8357
TWKHH01OPTIPW5V,2021/7/22 08:14,0.9623,10.9095
TWKHH01OPTIPW5V,2021/7/22 08:11,0.9226,10.879
TWKHH01OPTIPW5V,2021/7/22 08:08,0.8429,10.8809
TWKHH01OPTIPW5V,2021/7/22 08:05,0.9572,22.4751
TWKHH01OPTIPW5V,2021/7/22 08:02,23.4586,15.751
TWKHH01OPTIPW5V,2021/7/22 07:59,17.6581,18.6383
TWKHH01OPTIPW5V,2021/7/22 07:56,20.0893,19.3797
TWKHH01OPTIPW5V,2021/7/22 07:53,9.9591,20.3704
TWKHH01OPTIPW5V,2021/7/22 07:50,22.8314,18.3673
TWKHH01OPTIPW5V,2021/7/22 07:47,10.4268,17.8726
TWKHH01OPTIPW5V,2021/7/22 07:44,14.829,10.9338
TWKHH01OPTIPW5V,2021/7/22 07:41,9.3759,12.047
TWKHH01OPTIPW5V,2021/7/22 07:38,8.9509,12.2274
TWKHH01OPTIPW5V,2021/7/22 07:35,15.5512,18.1729
TWKHH01OPTIPW5V,2021/7/22 07:32,27.4308,10.5427
TWKHH01OPTIPW5V,2021/7/22 07:29,1.1707,10.5649
TWKHH01OPTIPW5V,2021/7/22 07:26,0.8749,17.4492
TWKHH01OPTIPW5V,2021/7/22 07:23,12.7236,11.3422
TWKHH01OPTIPW5V,2021/7/22 07:20,1.4824,11.3017
TWKHH01OPTIPW5V,2021/7/22 07:17,1.1673,11.2849
TWKHH01OPTIPW5V,2021/7/22 07:14,3.5578,11.7756
TWKHH01OPTIPW5V,2021/7/22 07:11,2.1317,11.2474
TWKHH01OPTIPW5V,2021/7/22 07:08,0.8338,11.2407
TWKHH01OPTIPW5V,2021/7/22 07:05,4.3676,10.3715
TWKHH01OPTIPW5V,2021/7/22 07:02,8.0472,11.5416
TWKHH01OPTIPW5V,2021/7/22 06:59,0.9117,11.6604
TWKHH01OPTIPW5V,2021/7/22 06:56,1.3646,17.3321
TWKHH01OPTIPW5V,2021/7/22 06:53,9.4856,10.8726
TWKHH01OPTIPW5V,2021/7/22 06:50,4.3395,11.9139
TWKHH01OPTIPW5V,2021/7/22 06:47,8.9672,15.3952
TWKHH01OPTIPW5V,2021/7/22 06:44,18.1358,22.3082
TWKHH01OPTIPW5V,2021/7/22 06:41,23.3152,11.3347
TWKHH01OPTIPW5V,2021/7/22 06:38,0.8217,11.3299
TWKHH01OPTIPW5V,2021/7/22 06:35,0.867,18.9312
TWKHH01OPTIPW5V,2021/7/22 06:32,9.2304,12.6717
TWKHH01OPTIPW5V,2021/7/22 06:29,0.9099,11.4817
TWKHH01OPTIPW5V,2021/7/22 06:26,3.2453,11.6896
TWKHH01OPTIPW5V,2021/7/22 06:23,0.9327,12.2847
TWKHH01OPTIPW5V,2021/7/22 06:20,2.636,17.404
TWKHH01OPTIPW5V,2021/7/22 06:17,9.1226,17.7933
TWKHH01OPTIPW5V,2021/7/22 06:14,9.0351,17.7837
TWKHH01OPTIPW5V,2021/7/22 06:11,13.5715,18.4651
TWKHH01OPTIPW5V,2021/7/22 06:08,14.3502,11.2305
TWKHH01OPTIPW5V,2021/7/22 06:05,1.678,11.2491
TWKHH01OPTIPW5V,2021/7/22 06:02,4.4924,17.6303
TWKHH01OPTIPW5V,2021/7/22 05:59,15.3806,12.5421
TWKHH01OPTIPW5V,2021/7/22 05:56,9.402,13.303
TWKHH01OPTIPW5V,2021/7/22 05:53,10.1796,20.3949
TWKHH01OPTIPW5V,2021/7/22 05:50,19.5591,11.3747
TWKHH01OPTIPW5V,2021/7/22 05:47,0.8729,11.363
TWKHH01OPTIPW5V,2021/7/22 05:44,1.3123,11.4384
TWKHH01OPTIPW5V,2021/7/22 05:41,0.8911,11.4047
TWKHH01OPTIPW5V,2021/7/22 05:38,0.7803,11.3926
TWKHH01OPTIPW5V,2021/7/22 05:35,2.4152,11.5168
TWKHH01OPTIPW5V,2021/7/22 05:32,1.0474,11.4877
TWKHH01OPTIPW5V,2021/7/22 05:29,0.9173,11.4929
TWKHH01OPTIPW5V,2021/7/22 05:26,0.8261,11.534
TWKHH01OPTIPW5V,2021/7/22 05:23,10.0898,17.3911
TWKHH01OPTIPW5V,2021/7/22 05:20,12.8765,10.007
TWKHH01OPTIPW5V,2021/7/22 05:17,0.8783,9.9887
TWKHH01OPTIPW5V,2021/7/22 05:14,1.888,21.5818
TWKHH01OPTIPW5V,2021/7/22 05:11,26.2654,10.926
TWKHH01OPTIPW5V,2021/7/22 05:08,0.8004,11.9751
TWKHH01OPTIPW5V,2021/7/22 05:05,9.1475,16.826
TWKHH01OPTIPW5V,2021/7/22 05:02,17.5924,16.9367
TWKHH01OPTIPW5V,2021/7/22 04:59,9.3247,11.2306
TWKHH01OPTIPW5V,2021/7/22 04:56,2.3366,10.8742
TWKHH01OPTIPW5V,2021/7/22 04:53,0.936,10.9083
TWKHH01OPTIPW5V,2021/7/22 04:50,1.4515,10.8737
TWKHH01OPTIPW5V,2021/7/22 04:47,0.9036,21.1058
TWKHH01OPTIPW5V,2021/7/22 04:44,24.4381,19.7768
TWKHH01OPTIPW5V,2021/7/22 04:41,21.1868,12.5214
TWKHH01OPTIPW5V,2021/7/22 04:38,9.0418,12.6403
TWKHH01OPTIPW5V,2021/7/22 04:35,9.2517,19.3162
TWKHH01OPTIPW5V,2021/7/22 04:32,36.1048,23.1702
TWKHH01OPTIPW5V,2021/7/22 04:29,33.6733,10.8506
TWKHH01OPTIPW5V,2021/7/22 04:26,6.7993,10.8583
TWKHH01OPTIPW5V,2021/7/22 04:23,1.0681,10.8853
TWKHH01OPTIPW5V,2021/7/22 04:20,1.3818,10.8541
TWKHH01OPTIPW5V,2021/7/22 04:17,5.1244,10.8515
TWKHH01OPTIPW5V,2021/7/22 04:14,0.8484,10.8996
TWKHH01OPTIPW5V,2021/7/22 04:11,0.8776,10.8848
TWKHH01OPTIPW5V,2021/7/22 04:08,0.8657,10.8632
TWKHH01OPTIPW5V,2021/7/22 04:05,0.9201,22.9592
TWKHH01OPTIPW5V,2021/7/22 04:02,28.967,24.699
TWKHH01OPTIPW5V,2021/7/22 03:59,42.2451,15.9823
TWKHH01OPTIPW5V,2021/7/22 03:56,9.8349,17.0736
TWKHH01OPTIPW5V,2021/7/22 03:53,15.5467,10.7002
TWKHH01OPTIPW5V,2021/7/22 03:50,1.3898,10.698
TWKHH01OPTIPW5V,2021/7/22 03:47,1.1136,10.6571
TWKHH01OPTIPW5V,2021/7/22 03:44,0.8373,10.6955
TWKHH01OPTIPW5V,2021/7/22 03:41,1.0091,10.6732
TWKHH01OPTIPW5V,2021/7/22 03:38,0.8708,19.3383
TWKHH01OPTIPW5V,2021/7/22 03:35,14.907,12.0168
TWKHH01OPTIPW5V,2021/7/22 03:32,1.073,18.1972
TWKHH01OPTIPW5V,2021/7/22 03:29,15.5378,10.8525
TWKHH01OPTIPW5V,2021/7/22 03:26,3.0952,12.0556
TWKHH01OPTIPW5V,2021/7/22 03:23,9.2217,12.2147
TWKHH01OPTIPW5V,2021/7/22 03:20,12.7175,19.9546
TWKHH01OPTIPW5V,2021/7/22 03:17,26.4438,11.8232
TWKHH01OPTIPW5V,2021/7/22 03:14,0.9554,15.3683
TWKHH01OPTIPW5V,2021/7/22 03:11,14.746,17.8287
TWKHH01OPTIPW5V,2021/7/22 03:08,9.3778,10.8587
TWKHH01OPTIPW5V,2021/7/22 03:05,0.924,10.8832
TWKHH01OPTIPW5V,2021/7/22 03:02,0.845,11.7246
TWKHH01OPTIPW5V,2021/7/22 02:59,9.1499,11.8086
TWKHH01OPTIPW5V,2021/7/22 02:56,11.119,15.3569
TWKHH01OPTIPW5V,2021/7/22 02:53,18.6599,17.6514
TWKHH01OPTIPW5V,2021/7/22 02:50,9.7131,17.7073
TWKHH01OPTIPW5V,2021/7/22 02:47,14.2896,10.9053
TWKHH01OPTIPW5V,2021/7/22 02:44,0.7971,10.9701
TWKHH01OPTIPW5V,2021/7/22 02:41,3.8922,19.328
TWKHH01OPTIPW5V,2021/7/22 02:38,23.1017,10.9186
TWKHH01OPTIPW5V,2021/7/22 02:35,1.0034,10.865
TWKHH01OPTIPW5V,2021/7/22 02:32,1.6864,10.89
TWKHH01OPTIPW5V,2021/7/22 02:29,8.81,13.2031
TWKHH01OPTIPW5V,2021/7/22 02:26,9.1195,13.6075
TWKHH01OPTIPW5V,2021/7/22 02:23,12.2212,17.0016
TWKHH01OPTIPW5V,2021/7/22 02:20,15.6049,11.0148
TWKHH01OPTIPW5V,2021/7/22 02:17,0.9027,10.9988
TWKHH01OPTIPW5V,2021/7/22 02:14,0.8335,11.0693
TWKHH01OPTIPW5V,2021/7/22 02:11,0.8711,13.5979
TWKHH01OPTIPW5V,2021/7/22 02:08,9.737,18.3178
TWKHH01OPTIPW5V,2021/7/22 02:05,9.0859,17.1685
TWKHH01OPTIPW5V,2021/7/22 02:02,16.4689,17.8692
TWKHH01OPTIPW5V,2021/7/22 01:59,15.3304,16.7698
TWKHH01OPTIPW5V,2021/7/22 01:56,25.4088,11.1576
TWKHH01OPTIPW5V,2021/7/22 01:53,0.884,11.2148
TWKHH01OPTIPW5V,2021/7/22 01:50,1.5245,11.1512
TWKHH01OPTIPW5V,2021/7/22 01:47,2.6924,16.9456
TWKHH01OPTIPW5V,2021/7/22 01:44,9.4057,19.7326
TWKHH01OPTIPW5V,2021/7/22 01:41,9.5216,19.4537
TWKHH01OPTIPW5V,2021/7/22 01:38,9.2373,18.1428
TWKHH01OPTIPW5V,2021/7/22 01:35,15.4212,11.7859
TWKHH01OPTIPW5V,2021/7/22 01:32,1.0369,11.7437
TWKHH01OPTIPW5V,2021/7/22 01:29,0.8928,11.7521
TWKHH01OPTIPW5V,2021/7/22 01:26,0.8285,11.7735
TWKHH01OPTIPW5V,2021/7/22 01:23,0.9243,17.4867
TWKHH01OPTIPW5V,2021/7/22 01:20,16.2176,12.2992
TWKHH01OPTIPW5V,2021/7/22 01:17,20.7575,17.7058
TWKHH01OPTIPW5V,2021/7/22 01:14,21.7385,12.7276
TWKHH01OPTIPW5V,2021/7/22 01:11,20.7183,20.0593
TWKHH01OPTIPW5V,2021/7/22 01:08,30.2008,18.4779
TWKHH01OPTIPW5V,2021/7/22 01:05,22.609,15.1489
TWKHH01OPTIPW5V,2021/7/22 01:02,12.3943,11.1978
TWKHH01OPTIPW5V,2021/7/22 00:59,0.935,11.1985
TWKHH01OPTIPW5V,2021/7/22 00:56,1.2264,11.154
TWKHH01OPTIPW5V,2021/7/22 00:53,0.8896,11.1841
TWKHH01OPTIPW5V,2021/7/22 00:50,1.3503,11.1532
TWKHH01OPTIPW5V,2021/7/22 00:47,20.1368,18.5613
TWKHH01OPTIPW5V,2021/7/22 00:44,9.1407,18.457
TWKHH01OPTIPW5V,2021/7/22 00:41,9.4074,18.5033
TWKHH01OPTIPW5V,2021/7/22 00:38,21.7094,12.0951
TWKHH01OPTIPW5V,2021/7/22 00:35,1.8971,10.9804
TWKHH01OPTIPW5V,2021/7/22 00:32,1.9045,10.8306
TWKHH01OPTIPW5V,2021/7/22 00:29,0.8608,11.0115
TWKHH01OPTIPW5V,2021/7/22 00:26,0.8459,11.0334
TWKHH01OPTIPW5V,2021/7/22 00:23,0.8336,11.0609
TWKHH01OPTIPW5V,2021/7/22 00:20,1.328,11.0411
TWKHH01OPTIPW5V,2021/7/22 00:17,2.5351,15.7412
TWKHH01OPTIPW5V,2021/7/22 00:14,9.1615,16.9405
TWKHH01OPTIPW5V,2021/7/22 00:11,9.1147,16.5333
TWKHH01OPTIPW5V,2021/7/22 00:08,7.5434,10.8542
TWKHH01OPTIPW5V,2021/7/22 00:05,0.7907,12.4339
TWKHH01OPTIPW5V,2021/7/22 00:02,9.5382,11.9651
TWKHH01OPTIPW5V,2021/7/21 23:59,9.0976,18.0393
TWKHH01OPTIPW5V,2021/7/21 23:56,21.8334,16.5532
TWKHH01OPTIPW5V,2021/7/21 23:53,11.6158,11.4945
TWKHH01OPTIPW5V,2021/7/21 23:50,12.3328,10.8604
TWKHH01OPTIPW5V,2021/7/21 23:47,1.035,10.8806
TWKHH01OPTIPW5V,2021/7/21 23:44,7.8992,18.8847
TWKHH01OPTIPW5V,2021/7/21 23:41,26.398,11.1087
TWKHH01OPTIPW5V,2021/7/21 23:38,2.3682,16.007
TWKHH01OPTIPW5V,2021/7/21 23:35,18.4466,11.9581
TWKHH01OPTIPW5V,2021/7/21 23:32,9.1788,15.254
TWKHH01OPTIPW5V,2021/7/21 23:29,19.9706,18.0836
TWKHH01OPTIPW5V,2021/7/21 23:26,29.4369,15.7482
TWKHH01OPTIPW5V,2021/7/21 23:23,9.2714,15.7609
TWKHH01OPTIPW5V,2021/7/21 23:20,11.2218,16.2947
TWKHH01OPTIPW5V,2021/7/21 23:17,7.4315,11.643
TWKHH01OPTIPW5V,2021/7/21 23:14,0.8035,16.3759
