,earlystop_patience,kernel_size_1,latent_sample_rate,nb_stacks,start_filter_no,loss,logcosh,val_loss,val_logcosh,epochs_trained,date_time,model_name
0,23,17,8,1,64,0.000264697,0.000264697,0.006544651,0.006544651,181,20210928-114758,TCNAE-20210928-114758:_c=8.00_f=64_k=17_stk=1_er=23
0,28,9,8,1,64,0.000310112,0.000310112,0.006283375,0.006283375,200,20210928-112556,TCNAE-20210928-112556:_c=8.00_f=64_k=9_stk=1_er=28
0,35,16,2,4,16,0.002925511,0.002925511,0.006214616,0.006214616,200,20210928-090634,TCNAE-20210928-090634:_c=2.00_f=16_k=16_stk=4_er=35
0,49,19,4,1,16,0.003356227,0.003356227,0.006120421,0.006120421,200,20210928-043951,TCNAE-20210928-043951:_c=4.00_f=16_k=19_stk=1_er=49
0,26,14,4,4,64,0.000963311,0.000963311,0.005975492,0.005975492,200,20210928-084500,TCNAE-20210928-084500:_c=4.00_f=64_k=14_stk=4_er=26
0,42,18,4,3,32,0.000600263,0.000600263,0.005802088,0.005802088,200,20210928-071314,TCNAE-20210928-071314:_c=4.00_f=32_k=18_stk=3_er=42
0,33,2,4,4,128,0.001542021,0.001542021,0.005495085,0.005495085,200,20210928-143700,TCNAE-20210928-143700:_c=4.00_f=128_k=2_stk=4_er=33
0,25,7,4,4,64,0.001022734,0.001022734,0.005317263,0.005317263,200,20210928-122057,TCNAE-20210928-122057:_c=4.00_f=64_k=7_stk=4_er=25
0,22,13,4,3,32,0.00137437,0.00137437,0.005285152,0.005285152,200,20210928-151511,TCNAE-20210928-151511:_c=4.00_f=32_k=13_stk=3_er=22
0,30,3,4,1,32,0.003685568,0.003685568,0.005211399,0.005211399,200,20210928-063704,TCNAE-20210928-063704:_c=4.00_f=32_k=3_stk=1_er=30
0,48,3,2,3,32,0.003442998,0.003442998,0.005148886,0.005148886,200,20210928-032102,TCNAE-20210928-032102:_c=2.00_f=32_k=3_stk=3_er=48
0,27,8,8,1,128,0.000246614,0.000246614,0.005055333,0.005055333,183,20210928-100816,TCNAE-20210928-100816:_c=8.00_f=128_k=8_stk=1_er=27
0,20,9,2,3,16,0.003332713,0.003332713,0.004995556,0.004995556,200,20210928-021018,TCNAE-20210928-021018:_c=2.00_f=16_k=9_stk=3_er=20
0,41,12,4,2,32,0.001170981,0.001170981,0.00493777,0.00493777,200,20210928-032455,TCNAE-20210928-032455:_c=4.00_f=32_k=12_stk=2_er=41
0,38,19,4,4,64,0.000468071,0.000468071,0.004819335,0.004819335,200,20210928-054612,TCNAE-20210928-054612:_c=4.00_f=64_k=19_stk=4_er=38
0,23,16,4,2,32,0.000608732,0.000608732,0.004620888,0.004620888,200,20210928-063228,TCNAE-20210928-063228:_c=4.00_f=32_k=16_stk=2_er=23
0,34,14,2,3,16,0.002084837,0.002084837,0.004284803,0.004284803,200,20210928-094107,TCNAE-20210928-094107:_c=2.00_f=16_k=14_stk=3_er=34
0,44,14,4,3,64,0.000650482,0.000650482,0.004251088,0.004251088,200,20210928-135530,TCNAE-20210928-135530:_c=4.00_f=64_k=14_stk=3_er=44
0,26,4,2,4,64,0.001227551,0.001227551,0.003980997,0.003980997,200,20210928-094825,TCNAE-20210928-094825:_c=2.00_f=64_k=4_stk=4_er=26
0,44,7,4,1,32,0.001773071,0.001773071,0.003777234,0.003777234,200,20210928-011515,TCNAE-20210928-011515:_c=4.00_f=32_k=7_stk=1_er=44
0,24,12,2,4,32,0.000911571,0.000911571,0.003374881,0.003374881,200,20210928-131100,TCNAE-20210928-131100:_c=2.00_f=32_k=12_stk=4_er=24
0,31,19,4,3,64,0.000382972,0.000382972,0.003346624,0.003346624,200,20210928-062600,TCNAE-20210928-062600:_c=4.00_f=64_k=19_stk=3_er=31
0,34,17,4,3,64,0.000552284,0.000552284,0.003272331,0.003272331,200,20210928-020403,TCNAE-20210928-020403:_c=4.00_f=64_k=17_stk=3_er=34
0,37,18,2,2,16,0.001872139,0.001872139,0.003207273,0.003207273,200,20210928-065854,TCNAE-20210928-065854:_c=2.00_f=16_k=18_stk=2_er=37
0,44,13,2,2,16,0.001850718,0.001850718,0.003181279,0.003181279,200,20210928-074409,TCNAE-20210928-074409:_c=2.00_f=16_k=13_stk=2_er=44
0,27,5,4,2,64,0.000797064,0.000797064,0.003120485,0.003120485,191,20210928-025603,TCNAE-20210928-025603:_c=4.00_f=64_k=5_stk=2_er=27
0,23,4,4,1,64,0.000841292,0.000841292,0.003106499,0.003106499,163,20210928-100358,TCNAE-20210928-100358:_c=4.00_f=64_k=4_stk=1_er=23
0,43,18,4,3,64,0.000376911,0.000376911,0.003025819,0.003025819,179,20210928-041455,TCNAE-20210928-041455:_c=4.00_f=64_k=18_stk=3_er=43
0,43,17,4,4,128,0.000330209,0.000330209,0.003003497,0.003003497,200,20210928-101415,TCNAE-20210928-101415:_c=4.00_f=128_k=17_stk=4_er=43
0,38,7,4,2,64,0.000569567,0.000569567,0.002978145,0.002978145,200,20210928-124025,TCNAE-20210928-124025:_c=4.00_f=64_k=7_stk=2_er=38
0,32,8,2,2,16,0.00181205,0.00181205,0.002841342,0.002841342,200,20210928-021904,TCNAE-20210928-021904:_c=2.00_f=16_k=8_stk=2_er=32
0,22,13,4,4,128,0.00032444,0.00032444,0.002825856,0.002825856,192,20210928-055231,TCNAE-20210928-055231:_c=4.00_f=128_k=13_stk=4_er=22
0,42,13,4,3,64,0.000512433,0.000512433,0.002824568,0.002824568,181,20210928-043035,TCNAE-20210928-043035:_c=4.00_f=64_k=13_stk=3_er=42
0,45,11,4,3,64,0.000356432,0.000356432,0.002822989,0.002822989,200,20210928-104624,TCNAE-20210928-104624:_c=4.00_f=64_k=11_stk=3_er=45
0,22,17,4,3,128,0.000595225,0.000595225,0.002772016,0.002772016,165,20210928-120910,TCNAE-20210928-120910:_c=4.00_f=128_k=17_stk=3_er=22
0,31,12,4,2,64,0.000322016,0.000322016,0.002623064,0.002623064,166,20210928-074146,TCNAE-20210928-074146:_c=4.00_f=64_k=12_stk=2_er=31
0,28,19,4,1,64,0.000289605,0.000289605,0.00260798,0.00260798,171,20210928-045546,TCNAE-20210928-045546:_c=4.00_f=64_k=19_stk=1_er=28
0,33,6,4,3,128,0.000454033,0.000454033,0.002590626,0.002590626,200,20210928-075139,TCNAE-20210928-075139:_c=4.00_f=128_k=6_stk=3_er=33
0,44,6,4,1,64,0.000288995,0.000288995,0.002569707,0.002569707,200,20210928-035246,TCNAE-20210928-035246:_c=4.00_f=64_k=6_stk=1_er=44
0,34,2,2,3,64,0.001082358,0.001082358,0.002450237,0.002450237,200,20210928-034339,TCNAE-20210928-034339:_c=2.00_f=64_k=2_stk=3_er=34
0,28,17,2,2,16,0.001234213,0.001234213,0.002305157,0.002305157,200,20210928-074659,TCNAE-20210928-074659:_c=2.00_f=16_k=17_stk=2_er=28
0,28,11,2,3,32,0.000595742,0.000595742,0.002286768,0.002286768,200,20210928-061300,TCNAE-20210928-061300:_c=2.00_f=32_k=11_stk=3_er=28
0,47,18,2,1,16,0.001180044,0.001180044,0.002260478,0.002260478,200,20210928-135326,TCNAE-20210928-135326:_c=2.00_f=16_k=18_stk=1_er=47
0,41,16,2,3,32,0.000366228,0.000366228,0.002229981,0.002229981,200,20210928-073442,TCNAE-20210928-073442:_c=2.00_f=32_k=16_stk=3_er=41
0,45,12,4,2,128,0.000120986,0.000120986,0.002199396,0.002199396,200,20210928-151948,TCNAE-20210928-151948:_c=4.00_f=128_k=12_stk=2_er=45
0,20,6,2,3,64,0.000911903,0.000911903,0.002190607,0.002190607,153,20210928-123354,TCNAE-20210928-123354:_c=2.00_f=64_k=6_stk=3_er=20
0,42,11,2,1,16,0.001321229,0.001321229,0.00210184,0.00210184,200,20210928-144325,TCNAE-20210928-144325:_c=2.00_f=16_k=11_stk=1_er=42
0,45,16,4,1,128,0.000205731,0.000205731,0.001906868,0.001906868,174,20210928-013346,TCNAE-20210928-013346:_c=4.00_f=128_k=16_stk=1_er=45
0,44,15,4,1,128,0.000218718,0.000218718,0.001904929,0.001904929,158,20210928-103858,TCNAE-20210928-103858:_c=4.00_f=128_k=15_stk=1_er=44
0,26,6,2,4,64,0.000434638,0.000434638,0.001788721,0.001788721,200,20210928-022706,TCNAE-20210928-022706:_c=2.00_f=64_k=6_stk=4_er=26
0,43,12,4,2,128,0.000174733,0.000174733,0.001632509,0.001632509,200,20210928-070543,TCNAE-20210928-070543:_c=4.00_f=128_k=12_stk=2_er=43
0,35,5,2,2,32,0.000845835,0.000845835,0.001600862,0.001600862,200,20210928-090019,TCNAE-20210928-090019:_c=2.00_f=32_k=5_stk=2_er=35
0,37,13,2,4,64,0.000445623,0.000445623,0.00158883,0.00158883,200,20210928-114217,TCNAE-20210928-114217:_c=2.00_f=64_k=13_stk=4_er=37
0,46,7,4,2,128,0.000203494,0.000203494,0.001581445,0.001581445,200,20210928-061659,TCNAE-20210928-061659:_c=4.00_f=128_k=7_stk=2_er=46
0,36,16,2,1,32,0.000520426,0.000520426,0.001474594,0.001474594,184,20210928-103133,TCNAE-20210928-103133:_c=2.00_f=32_k=16_stk=1_er=36
0,27,18,2,2,32,0.000379063,0.000379063,0.001430971,0.001430971,181,20210928-043712,TCNAE-20210928-043712:_c=2.00_f=32_k=18_stk=2_er=27
0,47,19,2,4,64,0.000238759,0.000238759,0.001373674,0.001373674,200,20210928-115456,TCNAE-20210928-115456:_c=2.00_f=64_k=19_stk=4_er=47
0,48,10,2,3,64,0.000251317,0.000251317,0.001343032,0.001343032,200,20210928-053817,TCNAE-20210928-053817:_c=2.00_f=64_k=10_stk=3_er=48
0,45,15,2,4,64,0.000327692,0.000327692,0.001276473,0.001276473,200,20210928-134643,TCNAE-20210928-134643:_c=2.00_f=64_k=15_stk=4_er=45
0,23,6,2,4,128,0.000432289,0.000432289,0.001168936,0.001168936,121,20210928-025207,TCNAE-20210928-025207:_c=2.00_f=128_k=6_stk=4_er=23
0,32,11,2,1,32,0.000493307,0.000493307,0.001141642,0.001141642,200,20210928-053052,TCNAE-20210928-053052:_c=2.00_f=32_k=11_stk=1_er=32
0,42,13,2,3,64,0.00024147,0.00024147,0.001066154,0.001066154,200,20210928-133000,TCNAE-20210928-133000:_c=2.00_f=64_k=13_stk=3_er=42
0,42,2,2,3,128,0.000383718,0.000383718,0.001012924,0.001012924,200,20210928-031637,TCNAE-20210928-031637:_c=2.00_f=128_k=2_stk=3_er=42
0,48,19,2,4,128,0.000157377,0.000157377,0.0010023,0.0010023,200,20210928-083420,TCNAE-20210928-083420:_c=2.00_f=128_k=19_stk=4_er=48
0,37,14,2,3,64,0.000245452,0.000245452,0.000973457,0.000973457,200,20210928-072605,TCNAE-20210928-072605:_c=2.00_f=64_k=14_stk=3_er=37
0,39,2,2,3,128,0.000389331,0.000389331,0.000960009,0.000960009,200,20210928-033542,TCNAE-20210928-033542:_c=2.00_f=128_k=2_stk=3_er=39
0,21,14,2,2,128,0.000696268,0.000696268,0.000933404,0.000933404,90,20210928-133458,TCNAE-20210928-133458:_c=2.00_f=128_k=14_stk=2_er=21
0,49,6,2,2,64,0.000352105,0.000352105,0.000923946,0.000923946,200,20210928-100521,TCNAE-20210928-100521:_c=2.00_f=64_k=6_stk=2_er=49
0,39,18,2,2,128,0.000430805,0.000430805,0.000920936,0.000920936,152,20210928-025935,TCNAE-20210928-025935:_c=2.00_f=128_k=18_stk=2_er=39
0,48,17,2,2,64,0.000134114,0.000134114,0.000909692,0.000909692,191,20210928-073846,TCNAE-20210928-073846:_c=2.00_f=64_k=17_stk=2_er=48
0,36,15,2,2,64,0.000176125,0.000176125,0.000876998,0.000876998,165,20210928-112315,TCNAE-20210928-112315:_c=2.00_f=64_k=15_stk=2_er=36
0,25,5,2,1,32,0.00047488,0.00047488,0.000874683,0.000874683,182,20210928-063052,TCNAE-20210928-063052:_c=2.00_f=32_k=5_stk=1_er=25
0,34,19,2,1,128,0.00021914,0.00021914,0.000858845,0.000858845,128,20210928-021422,TCNAE-20210928-021422:_c=2.00_f=128_k=19_stk=1_er=34
0,47,9,2,4,128,0.000343298,0.000343298,0.000841641,0.000841641,200,20210928-145613,TCNAE-20210928-145613:_c=2.00_f=128_k=9_stk=4_er=47
0,44,7,2,4,128,0.000229834,0.000229834,0.000797879,0.000797879,188,20210928-080332,TCNAE-20210928-080332:_c=2.00_f=128_k=7_stk=4_er=44
0,20,19,2,1,128,0.000303814,0.000303814,0.000785902,0.000785902,97,20210928-101248,TCNAE-20210928-101248:_c=2.00_f=128_k=19_stk=1_er=20
0,28,5,2,1,32,0.000505813,0.000505813,0.000781532,0.000781532,200,20210928-010617,TCNAE-20210928-010617:_c=2.00_f=32_k=5_stk=1_er=28
0,42,6,2,3,128,0.000254429,0.000254429,0.000720229,0.000720229,150,20210928-114941,TCNAE-20210928-114941:_c=2.00_f=128_k=6_stk=3_er=42
0,48,11,2,3,128,0.000134221,0.000134221,0.00069594,0.00069594,200,20210928-132411,TCNAE-20210928-132411:_c=2.00_f=128_k=11_stk=3_er=48
0,27,5,2,1,64,0.000471094,0.000471094,0.000624251,0.000624251,115,20210928-115351,TCNAE-20210928-115351:_c=2.00_f=64_k=5_stk=1_er=27
0,40,13,2,2,128,0.000173394,0.000173394,0.000596161,0.000596161,144,20210928-010758,TCNAE-20210928-010758:_c=2.00_f=128_k=13_stk=2_er=40
0,38,11,2,1,128,0.000218833,0.000218833,0.000587571,0.000587571,118,20210928-023216,TCNAE-20210928-023216:_c=2.00_f=128_k=11_stk=1_er=38
0,45,13,2,2,128,0.000105543,0.000105543,0.000577439,0.000577439,191,20210928-041909,TCNAE-20210928-041909:_c=2.00_f=128_k=13_stk=2_er=45
0,41,5,2,1,64,0.00023047,0.00023047,0.000537147,0.000537147,158,20210928-022544,TCNAE-20210928-022544:_c=2.00_f=64_k=5_stk=1_er=41
