,earlystop_patience,kernel_size_1,latent_sample_rate,nb_stacks,start_filter_no,loss,logcosh,val_loss,val_logcosh,epochs_trained,date_time,model_name
0,47,13,32,2,16,0.06003865972161293,0.06003865972161293,0.0611380897462368,0.0611380897462368,100.0,20210927-004339,TCNAE-20210927-004339:_c=32.00_f=16_k=13_stk=2_er=47
0,42,12,32,3,32,0.05656528100371361,0.05656528100371361,0.060697417706251144,0.060697417706251144,100.0,20210927-004516,TCNAE-20210927-004516:_c=32.00_f=32_k=12_stk=3_er=42
0,45,16,2,4,16,0.004885800648480654,0.004885800648480654,0.00957962591201067,0.00957962591201067,100.0,20210927-004732,TCNAE-20210927-004732:_c=2.00_f=16_k=16_stk=4_er=45
0,28,5,2,1,32,0.0010801529278978705,0.0010801529278978705,0.001491356291808188,0.001491356291808188,100.0,20210927-005020,TCNAE-20210927-005020:_c=2.00_f=32_k=5_stk=1_er=28
0,40,13,2,2,128,0.0003558555617928505,0.0003558555617928505,0.0008171775261871517,0.0008171775261871517,100.0,20210927-005115,TCNAE-20210927-005115:_c=2.00_f=128_k=13_stk=2_er=40
0,47,10,8,4,16,0.035467881709337234,0.035467881709337234,0.044769831001758575,0.044769831001758575,100.0,20210927-005316,TCNAE-20210927-005316:_c=8.00_f=16_k=10_stk=4_er=47
0,44,7,4,1,32,0.003795833792537451,0.003795833792537451,0.0057229576632380486,0.0057229576632380486,100.0,20210927-005608,TCNAE-20210927-005608:_c=4.00_f=32_k=7_stk=1_er=44
0,20,17,16,3,128,0.039066899567842484,0.039066899567842484,0.0497002974152565,0.0497002974152565,100.0,20210927-005701,TCNAE-20210927-005701:_c=16.00_f=128_k=17_stk=3_er=20
0,24,11,4,4,32,0.005907558836042881,0.005907558836042881,0.011311816982924938,0.011311816982924938,100.0,20210927-010112,TCNAE-20210927-010112:_c=4.00_f=32_k=11_stk=4_er=24
0,45,12,32,2,128,0.03972291946411133,0.03972291946411133,0.054827842861413956,0.054827842861413956,100.0,20210927-010359,TCNAE-20210927-010359:_c=32.00_f=128_k=12_stk=2_er=45
0,36,10,32,3,32,0.05831186845898628,0.05831186845898628,0.061333946883678436,0.061333946883678436,100.0,20210927-010557,TCNAE-20210927-010557:_c=32.00_f=32_k=10_stk=3_er=36
